Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63658702,01/06/2025 10:41:25 PM,01/06/2025 10:49:25 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,5-47 50 AVENUE,50 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,50 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2025 10:49:28 PM,02 QUEENS,4000320006,QUEENS,996424,210017,ONLINE,Unspecified,QUEENS,,,,,,,,40.74311637505655,-73.95606663802941,"(40.74311637505655, -73.95606663802941)"
63651451,01/06/2025 10:41:11 PM,01/07/2025 04:16:13 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,963 EAST  230 STREET,EAST  230 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2025 04:16:17 AM,12 BRONX,2048660018,BRONX,1025434,263188,ONLINE,Unspecified,BRONX,,,,,,,,40.888968108767095,-73.85104960645388,"(40.888968108767095, -73.85104960645388)"
63662668,01/06/2025 10:39:42 PM,01/06/2025 11:00:44 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,1912 LORING PLACE SOUTH,LORING PLACE SOUTH,WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,BRONX,LORING PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2025 11:00:55 PM,05 BRONX,2032210010,BRONX,1007922,250610,MOBILE,Unspecified,BRONX,Car,,,,,,,40.854509723822204,-73.91442973375817,"(40.854509723822204, -73.91442973375817)"
63649466,01/06/2025 10:37:22 PM,01/07/2025 02:45:04 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,120-14 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2025 02:45:07 AM,09 QUEENS,4094380006,QUEENS,1032303,192301,MOBILE,Unspecified,QUEENS,,,,,,,,40.69436813769891,-73.82671368709654,"(40.69436813769891, -73.82671368709654)"
63661088,01/06/2025 10:37:20 PM,01/06/2025 11:30:39 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11205,AUBURN PLACE,AUBURN PLACE,AUBURN PLACE,NORTH PORTLAND AVENUE,AUBURN PLACE,NORTH PORTLAND AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2025 11:30:42 PM,02 BROOKLYN,,BROOKLYN,990891,192270,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69441101603334,-73.97605155957298,"(40.69441101603334, -73.97605155957298)"
63647618,01/06/2025 10:37:18 PM,01/07/2025 03:01:38 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,47-16 98 PLACE,98 PLACE,CORONA AVENUE,ALSTYNE AVENUE,CORONA AVENUE,ALSTYNE AVENUE,ADDRESS,CORONA,98 PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/07/2025 03:01:42 AM,04 QUEENS,4018810011,QUEENS,1021891,210555,MOBILE,Unspecified,QUEENS,,,,,,,,40.744521322067484,-73.8641587691233,"(40.744521322067484, -73.8641587691233)"
63649088,01/06/2025 10:36:46 PM,01/06/2025 10:51:36 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,30-22 84 STREET,84 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,84 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/06/2025 10:51:39 PM,03 QUEENS,4013810016,QUEENS,1016272,216424,MOBILE,Unspecified,QUEENS,,,,,,,,40.760652357762716,-73.88440899840293,"(40.760652357762716, -73.88440899840293)"
63658760,01/06/2025 10:36:12 PM,01/06/2025 11:59:04 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,193 COVERT STREET,COVERT STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,COVERT STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/06/2025 11:59:06 PM,04 BROOKLYN,3034170140,BROOKLYN,1009565,190666,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6899746942005,-73.90871637777441,"(40.6899746942005, -73.90871637777441)"
63647596,01/06/2025 10:36:08 PM,01/07/2025 04:47:42 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1632 WEST    3 STREET,WEST    3 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    3 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/07/2025 04:47:45 AM,11 BROOKLYN,3066280020,BROOKLYN,990718,160639,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60759093765423,-73.97670575641622,"(40.60759093765423, -73.97670575641622)"
63660721,01/06/2025 10:34:39 PM,01/06/2025 11:05:43 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,350 WEST   71 STREET,WEST   71 STREET,WEST END AVENUE,RIVERSIDE BOULEVARD,WEST END AVENUE,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   71 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2025 11:05:45 PM,07 MANHATTAN,1011827502,MANHATTAN,988153,223272,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.779505462775454,-73.98590721110718,"(40.779505462775454, -73.98590721110718)"
63659207,01/06/2025 10:34:07 PM,01/07/2025 08:07:36 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,1440 EAST   14 STREET,EAST   14 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   14 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 08:07:40 AM,14 BROOKLYN,3067510023,BROOKLYN,995271,163112,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61437432049793,-73.96030427455784,"(40.61437432049793, -73.96030427455784)"
63660774,01/06/2025 10:32:46 PM,01/07/2025 12:33:57 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11205,81 NORTH PORTLAND AVENUE,NORTH PORTLAND AVENUE,PARK AVENUE,AUBURN PLACE,PARK AVENUE,AUBURN PLACE,ADDRESS,BROOKLYN,NORTH PORTLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/07/2025 12:34:00 AM,02 BROOKLYN,3020410001,BROOKLYN,990841,192624,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69538270128887,-73.97623152066696,"(40.69538270128887, -73.97623152066696)"
63662651,01/06/2025 10:32:43 PM,01/06/2025 11:17:36 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,445 58 STREET,58 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,58 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 11:17:41 PM,07 BROOKLYN,3008470057,BROOKLYN,979769,172935,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64134210874057,-74.01614630520673,"(40.64134210874057, -74.01614630520673)"
63662608,01/06/2025 10:32:18 PM,01/07/2025 01:41:56 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,97-13 97 AVENUE,97 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,OZONE PARK,97 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2025 01:41:59 AM,09 QUEENS,,QUEENS,1027308,189440,MOBILE,Unspecified,QUEENS,,,,,,,,40.68654107603934,-73.84474465101795,"(40.68654107603934, -73.84474465101795)"
63649113,01/06/2025 10:28:17 PM,01/07/2025 12:18:21 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,66-21 53 ROAD,53 ROAD,66 STREET,68 STREET,66 STREET,68 STREET,ADDRESS,MASPETH,53 ROAD,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 12:18:25 AM,05 QUEENS,4024060048,QUEENS,1012281,205502,ONLINE,Unspecified,QUEENS,,,,,,,,40.73068777960759,-73.89886096586127,"(40.73068777960759, -73.89886096586127)"
63654866,01/06/2025 10:27:56 PM,01/06/2025 10:41:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2025 10:41:34 PM,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690303228634036,-73.96029513058312,"(40.690303228634036, -73.96029513058312)"
63647763,01/06/2025 10:26:59 PM,01/07/2025 01:53:09 AM,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10457,647 EAST  181 STREET,EAST  181 STREET,HUGHES AVENUE,BELMONT AVENUE,HUGHES AVENUE,BELMONT AVENUE,ADDRESS,BRONX,EAST  181 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/07/2025 01:53:15 AM,06 BRONX,2030820002,BRONX,1014782,248874,MOBILE,Unspecified,BRONX,,,,,,,,40.849723864946384,-73.88963992625484,"(40.849723864946384, -73.88963992625484)"
63660708,01/06/2025 10:25:49 PM,01/06/2025 10:39:14 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2025 10:39:22 PM,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68364302931577,-74.00030286766025,"(40.68364302931577, -74.00030286766025)"
63650985,01/06/2025 10:23:38 PM,01/06/2025 10:32:40 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,5-47 50 AVENUE,50 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,50 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2025 10:32:43 PM,02 QUEENS,4000320006,QUEENS,996424,210017,ONLINE,Unspecified,QUEENS,,,,,,,,40.74311637505655,-73.95606663802941,"(40.74311637505655, -73.95606663802941)"
63647649,01/06/2025 10:23:29 PM,01/07/2025 04:14:13 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11220,810 BAY RIDGE AVENUE,BAY RIDGE AVENUE,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2025 04:14:17 AM,10 BROOKLYN,3058770009,BROOKLYN,980194,168863,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.630165540129525,-74.01461246293076,"(40.630165540129525, -74.01461246293076)"
63654864,01/06/2025 10:21:28 PM,01/06/2025 11:29:21 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2025 11:29:25 PM,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69544706314867,-73.98322753703334,"(40.69544706314867, -73.98322753703334)"
63658695,01/06/2025 10:20:13 PM,01/07/2025 12:03:02 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,71 ELDERT STREET,ELDERT STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,ELDERT STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 12:03:06 AM,04 BROOKLYN,3034090058,BROOKLYN,1008468,189630,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6871341833198,-73.91267578290139,"(40.6871341833198, -73.91267578290139)"
63652983,01/06/2025 10:17:39 PM,01/07/2025 12:46:29 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11218,3 STORY STREET,STORY STREET,LOUISA STREET,STORY COURT,LOUISA STREET,STORY COURT,ADDRESS,BROOKLYN,STORY STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 12:46:36 AM,12 BROOKLYN,3053140008,BROOKLYN,989299,173510,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64292005467834,-73.98180660053674,"(40.64292005467834, -73.98180660053674)"
63651084,01/06/2025 10:17:36 PM,01/06/2025 10:55:58 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11201,103 WASHINGTON STREET,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 10:56:01 PM,02 BROOKLYN,,BROOKLYN,987107,194711,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70111302305257,-73.98969619455666,"(40.70111302305257, -73.98969619455666)"
63654880,01/06/2025 10:16:54 PM,01/06/2025 10:36:31 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11231,142 CONOVER STREET,CONOVER STREET,KING STREET,SULLIVAN STREET,KING STREET,SULLIVAN STREET,ADDRESS,BROOKLYN,CONOVER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/06/2025 10:36:35 PM,06 BROOKLYN,3005540027,BROOKLYN,980643,186710,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67915184663074,-74.01300440575491,"(40.67915184663074, -74.01300440575491)"
63651827,01/06/2025 10:15:58 PM,01/07/2025 03:01:48 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,93-02 74 PLACE,74 PLACE,93 AVENUE,ATLANTIC AVENUE,93 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,74 PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2025 03:01:50 AM,09 QUEENS,4089400096,QUEENS,1021500,188606,MOBILE,Unspecified,QUEENS,,,,,,,,40.684278288381094,-73.86569128285007,"(40.684278288381094, -73.86569128285007)"
63652938,01/06/2025 10:15:46 PM,01/06/2025 10:55:13 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11201,109 WASHINGTON STREET,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 10:55:18 PM,02 BROOKLYN,,BROOKLYN,987105,194661,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70097578540098,-73.98970342877732,"(40.70097578540098, -73.98970342877732)"
63655272,01/06/2025 10:14:23 PM,01/07/2025 03:48:01 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,2259 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,CASTLE HILL AVENUE,HAVEMEYER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 03:48:07 AM,09 BRONX,2038150061,BRONX,1026227,240915,ONLINE,Unspecified,BRONX,,,,,,,,40.827831761736604,-73.84832104941688,"(40.827831761736604, -73.84832104941688)"
63652959,01/06/2025 10:14:02 PM,01/06/2025 11:26:28 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,73 STREET,73 STREET,73 STREET,COLONIAL ROAD,73 STREET,COLONIAL ROAD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2025 11:26:31 PM,10 BROOKLYN,,BROOKLYN,975203,170301,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6341088542003,-74.03259535655707,"(40.6341088542003, -74.03259535655707)"
63651006,01/06/2025 10:13:40 PM,01/06/2025 10:54:35 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,YORK STREET,WASHINGTON STREET,YORK STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 10:54:39 PM,02 BROOKLYN,,BROOKLYN,987112,194899,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.701629037412125,-73.98967808210146,"(40.701629037412125, -73.98967808210146)"
63650956,01/06/2025 10:13:04 PM,01/07/2025 01:38:59 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,1434 EAST   27 STREET,EAST   27 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   27 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/07/2025 01:39:02 AM,14 BROOKLYN,3076800067,BROOKLYN,998754,163699,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61598049696877,-73.94775785593966,"(40.61598049696877, -73.94775785593966)"
63647491,01/06/2025 10:11:49 PM,01/06/2025 10:30:53 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11223,WEST    3 STREET,WEST    3 STREET,COBECK COURT,WEST    3 STREET,COBECK COURT,WEST    3 STREET,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/06/2025 10:30:56 PM,13 BROOKLYN,,BROOKLYN,991898,153283,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.587399264466185,-73.9724643615195,"(40.587399264466185, -73.9724643615195)"
63660825,01/06/2025 10:11:08 PM,01/06/2025 11:18:38 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11230,1360 EAST    8 STREET,EAST    8 STREET,AVENUE M,RODER AVENUE,AVENUE M,RODER AVENUE,ADDRESS,BROOKLYN,EAST    8 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 11:18:41 PM,12 BROOKLYN,3065700032,BROOKLYN,993566,163730,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61607255925846,-73.9664445347256,"(40.61607255925846, -73.9664445347256)"
63651067,01/06/2025 10:09:43 PM,01/07/2025 01:44:27 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,2433 THROOP AVENUE,THROOP AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,THROOP AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 01:44:32 AM,11 BRONX,2044600040,BRONX,1025429,253365,ONLINE,Unspecified,BRONX,,,,,,,,40.862007064841634,-73.8511280680269,"(40.862007064841634, -73.8511280680269)"
63660838,01/06/2025 10:09:10 PM,01/06/2025 10:53:37 PM,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11201,112 CADMAN PLAZA EAST,CADMAN PLAZA EAST,BROOKLYN BRIDGE EN RAMP SANDS ST,RED CROSS PLACE,BROOKLYN BRIDGE EN RAMP SANDS ST,RED CROSS PLACE,ADDRESS,BROOKLYN,CADMAN PLAZA EAST,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 10:53:44 PM,02 BROOKLYN,,BROOKLYN,987086,194393,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.700240194197,-73.98977206522254,"(40.700240194197, -73.98977206522254)"
63649089,01/06/2025 10:09:05 PM,01/07/2025 12:43:32 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11225,40 RUTLAND ROAD,RUTLAND ROAD,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,RUTLAND ROAD,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 12:43:35 AM,09 BROOKLYN,3050370022,BROOKLYN,995608,179320,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65886139621708,-73.95906317735582,"(40.65886139621708, -73.95906317735582)"
63657201,01/06/2025 10:08:38 PM,01/07/2025 02:42:33 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,527 EAST   52 STREET,EAST   52 STREET,TILDEN AVENUE,BEVERLEY ROAD,TILDEN AVENUE,BEVERLEY ROAD,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/07/2025 02:42:36 AM,17 BROOKLYN,3047370059,BROOKLYN,1004237,175228,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.647614479421314,-73.9279744309037,"(40.647614479421314, -73.9279744309037)"
63658824,01/06/2025 10:08:34 PM,01/06/2025 10:44:17 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1440 BRONX RIVER AVENUE,BRONX RIVER AVENUE,EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,BRONX RIVER AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,01/06/2025 10:44:22 PM,09 BRONX,2038860002,BRONX,1018017,243713,PHONE,Unspecified,BRONX,,,,,,,,40.83554666365087,-73.87797279135413,"(40.83554666365087, -73.87797279135413)"
63649054,01/06/2025 10:08:30 PM,01/06/2025 10:50:13 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10002,BROOME STREET,BROOME STREET,BROOME STREET,LEWIS STREET,BROOME STREET,LEWIS STREET,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,01/06/2025 10:50:17 PM,03 MANHATTAN,,MANHATTAN,989934,199731,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71489037104321,-73.9794963470426,"(40.71489037104321, -73.9794963470426)"
63658884,01/06/2025 10:05:17 PM,01/06/2025 10:18:59 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11103,28-14 41 STREET,41 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,41 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2025 10:19:05 PM,01 QUEENS,4006630026,QUEENS,1008318,217946,PHONE,Unspecified,QUEENS,,,,,,,,40.76485508454123,-73.91311537607587,"(40.76485508454123, -73.91311537607587)"
63662297,01/06/2025 10:04:47 PM,01/06/2025 10:34:08 PM,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11233,187 HULL STREET,HULL STREET,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,HULL STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/06/2025 10:34:11 PM,16 BROOKLYN,3015340048,BROOKLYN,1009367,186926,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67970981814832,-73.90944428910173,"(40.67970981814832, -73.90944428910173)"
63662768,01/06/2025 10:04:07 PM,01/06/2025 11:00:29 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10453,1850 PHELAN PLACE,PHELAN PLACE,BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,ADDRESS,BRONX,PHELAN PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/06/2025 11:00:38 PM,05 BRONX,2028790240,BRONX,1007364,250141,MOBILE,Unspecified,BRONX,Car,,,,,,,40.85322393751273,-73.91644842496252,"(40.85322393751273, -73.91644842496252)"
63653043,01/06/2025 10:03:52 PM,01/06/2025 10:26:57 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10026,2115 8 AVENUE,8 AVENUE,WEST  114 STREET,WEST  115 STREET,WEST  114 STREET,WEST  115 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/06/2025 10:27:00 PM,10 MANHATTAN,1018480014,MANHATTAN,996381,231953,ONLINE,Unspecified,MANHATTAN,Car,,,,,,,40.80332500342497,-73.95618221732123,"(40.80332500342497, -73.95618221732123)"
63656902,01/06/2025 10:03:16 PM,01/07/2025 12:34:03 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10301,313 VICTORY BOULEVARD,VICTORY BOULEVARD,AVON PLACE,CEBRA AVENUE,AVON PLACE,CEBRA AVENUE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/07/2025 12:34:06 AM,01 STATEN ISLAND,5001090082,STATEN ISLAND,960600,170477,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63456498469665,-74.08520897041993,"(40.63456498469665, -74.08520897041993)"
